tic,conm,cik,sic
SUA.1,SUMMIT TAX EXEMPT BOND,786156,6726
PRPEF.,PRAIRIE PACIFIC ENERGY CORP,786283,1311
GANS,GAINSCO INC,786344,6331
3DSCSE,DISCAS INC,786364,3080
CRTP,CHINA RITAR POWER CORP,786368,3690
3GLXIE,GLENEX INDUSTRIES INC,786423,1311
LIPO.1,LIPOSOME CO INC,786557,2836
HFI.2,HUDSON FOODS INC  -CL A,786617,2015
3ATEXE.,ATLANTIC EXPRESS,786618,4100
3CMRT,CENTRAL REALTY INVESTORS INC,786714,6798
BUTLQ,BUTLER INTERNATIONAL INC,786765,7363
8110B,DEL PAINT CORP,786767,2851
CFLX,CURAFLEX HEALTH SERVICES INC,786836,8082
HDS.1,HILLS STORES CO,786877,5331
ACUR,ACURA PHARMACEUTICALS INC,786947,2834
MONE.1,MATRIXONE INC,786998,7372
VSTA.1,VISTACARE INC,787030,8082
FFCH,FIRST FINANCIAL HOLDINGS-OLD,787075,6020
AES5,DPL INC,787250,4911
CNEP,CHINA NORTH EAST PETRO HLDG,787251,1311
NAII,NATURAL ALTERNATIVES,787253,2834
EPIE,ESKIMO PIE CORP,787520,2080
TRBS,TEXAS REGL BCSHS INC  -CL A,787648,6020
KPG,KING POWER INTL GROUP LTD,787690,5990
ACR.1,AMERICAN RETIREMENT CORP,787784,8300
HTPI,HOME THEATER PRODS INTL INC,787793,3651
MIKR,MIKRON INFRARED INC,787809,3823
YANB,YARDVILLE NATIONAL BANCORP,787849,6020
CELS,COMMNET CELLULAR INC,787912,4812
WEL.1,WELLCOME PLC,787976,2834
AB.3,ALEX BROWN INC,787977,6211
VWRX,VWR SCIENTIFIC PRODUCTS CORP,788043,5040
WNNB,WAYNE BANCORP INC/OH,788134,6020
GCCC.1,GENERAL COMPUTER CORP INC,788306,7374
JOUT,JOHNSON OUTDOORS INC  -CL A,788329,3690
BUTI,BEAUTICONTROL COSMETICS INC,788330,2844
HCENQ.,HOME CENTERS INC,788588,5700
UMG.1,UNIVERSAL MATCHBOX GROUP LTD,788592,3944
NTRP,NEXTTRIP INC,788611,7372
PEG,PUBLIC SERVICE ENTRP GRP INC,788784,4931
GFXPZ,PLM EQUIPMENT GROWTH FD  -LP,788813,4700
PNNW,PENNICHUCK CORP,788885,4941
PDEX,PRO-DEX INC/CO,788920,3841
MHCO,MOORE HANDLEY INC,788951,5072
OHM,OHM CORP,788964,4955
HNRG,HALLADOR ENERGY CO,788965,4911
MSFT,MICROSOFT CORP,789019,7372
OFSLY,ORANGE FREE STATE INVTS LTD,789029,6799
BEAM.2,BEAM INC,789073,2085
IWHM,INTERWEST HOME MEDICAL INC,789092,8082
GSCX,GENERAL SCIENCES CORP,789096,7371
SPNC,SPECTRANETICS CORP,789132,3845
CPKI,CALIFORNIA PIZZA KITCHEN INC,789356,5812
0139A,SUNGARD DATA SYSTEMS INC,789388,7372
WKC,WORLD KINECT CORP,789460,5172
RLAB.,ROYCE LABORATORIES INC,789462,2834
3MCLN.,MCLAREN PERFORMANCE TECH INC,789547,3714
SECT.,SEACOAST HOLDING CORP,789562,3600
MGM,MGM RESORTS INTERNATIONAL,789570,7990
GSSC.1,GRENADA SUNBURST SYSTEMS CP,789575,6020
MOXB,MOXHAM BANK CORP,789594,6020
PBFI.1,PARIS CORP,789660,2761
FINB,FIRST INDIANA CORP,789670,6020
FFLB,FAIRFIELD FST BK & TR CO/CT,789759,6020
COPE,COPE INC,789847,7373
VSTH.,VITALSTREAM HOLDINGS INC,789851,7370
CHNAQ,CHINA PACIFIC INC,789857,3312
CAV.2,CAVALIER HOMES INC,789863,2451
ADY,FEIHE INTERNATIONAL INC,789868,2020
CABL.,COMMUNICATION CABLE INC,789869,3357
RCFO,RICA FOODS INC,789881,2015
NC,NACCO INDUSTRIES  -CL A,789933,1221
IES.2,IES INDUSTRIES INC,789943,4931
EPAR,EUROPEAN AMERICAN RESOURCES,789949,1000
AFPFZ,AMERICA FST PART PFD EQUITY,789951,6726
3CLRXQ.,COLOROCS CORP,789990,3861
PARO,PACIFIC AEROSPACE&ELECTR INC,790023,3360
CSHZ,CHINA SHEN ZHOU MINING & RES,790024,1400
CPMG,CAPITAL MEDIA GROUP LTD,790025,4833
EFSS,LONG LAKE ENERGY CORP,790044,4991
CSL,CARLISLE COS INC,790051,2950
EMC.2,EMC CORP/MA,790070,3572
ARTL.1,ARISTOTLE CORP,790071,5110
WTI.2,WHEELABRATOR TECHNOLOGIES,790159,4991
DSBC,D S BANCOR INC,790168,6036
3EGEXF,ENERGEX MINERALS LTD,790170,6792
PFNC,PROGRESS FINANCIAL CORP,790183,6035
FOFI,FIRST OPPORTUNITY FUND INC,790202,6726
3SHPI,SPECIALIZED HEALTH PRODUCTS,790228,3089
3NAVH,NAVTECH INC,790272,7373
3SONNF,SONORA DIAMOND CP LTD,790307,1400
NBTB,N B T BANCORP INC,790359,6020
SMJWQ,SAMUELS JEWELERS INC,790360,5944
MSCA.1,M S CARRIERS INC,790372,4213
SECMZ,SECOM GENERAL CORP,790375,3540
MRLL,MERRILL CORPORATION,790406,2750
GOTTQ,GOTTSCHALKS INC,790414,5311
WCSI,WORLDWIDE COMPUTER SVCS INC,790423,7363
DTLN,DATA TRANSMISSION NETWORK,790498,7370
FAX,ABRDN ASIA PACIFIC INCOME FD,790500,6726
IWCR,IWC RESOURCES CORP,790523,4941
RDNT,RADNET INC,790526,8071
SWBS,SIERRAWEST BANCORP,790555,6020
SNG.1,SOUTHERN NEW ENG TELECOMM,790650,4813
TECD,TECH DATA CORP,790703,5045
CLMW10,COLUMBIA WESTERN INC,790704,4955
TKLC,TEKELEC,790705,3663
GBKF,GOLDEN BOOKS FAMILY ENTMT,790706,2731
BERS,BERES INDUSTRIES INC,790710,3089
SIGM,SIGMA DESIGNS INC,790715,3674
AMN.2,AMERON INTERNATIONAL CORP,790730,3270
3HLIS,HALIS INC,790733,6411
3FTTRE,FRETTER INC,790815,5731
BDN,BRANDYWINE REALTY TRUST,790816,6798
BSRTZ,BANYAN STRATEGIC REALTY TR,790817,6798
XRIT,X-RITE INC,790818,3861
ATVC.1,AMERICAN TRAVELLERS CORP,790928,6321
IK,INTERLAKE CORP,790929,2540
SHLY,SHELLY ASSOCIATES INC,790940,5065
HTAC,HEALTHTRAC INC,790948,7374
PRFS.1,PENNROCK FINANCIAL SVCS,790988,6020
PRME10,PRIME CAPITAL CORP,791013,6172
MAIL.,MAIL BOXES ETC,791014,6794
3HOSN,HOME SHOPPING NETWORK,791024,5961
3TRPCE,TROPIC AIR CARGO INC,791027,4512
ARBR.1,ARBOR DRUGS INC,791048,5912
3PHTW,PHOTOWORKS INC,791050,7384
3HMIS,HEALTH MANAGEMENT/DE,791164,5912
GTOS.1,GANTOS INC,791182,5621
CIMC,CIMCO INC,791243,3080
MIDS.1,MID SOUTH INSURANCE CO,791254,6321
UTD,UNITED INVESTORS MGMT CO,791262,6282
C.3,CHRYSLER CORP,791269,3711
LSS,LONE STAR TECHNOLOGIES,791348,3317
3HSRC,HALSTEAD ENERGY CORP,791350,5900
EOSI,EOS INTERNATIONAL INC,791398,5960
ANSLY,ANSELL LTD,791440,3842
SGDE,SPORTSMANS GUIDE INC,791450,5961
PCEP,PERCEPTION TECHNOLOGY CORP,791453,3661
SPLS,STAPLES INC,791519,5110
KORIY,KOOR INDUSTRIES LTD,791531,9997
STRM.1,STRATACOM INC,791594,3661
RMI.3,RESIDENTIAL MORTGAGE INV INC,791681,6798
NTKI.1,N2K INC,791704,5961
LACE,ALPINE LACE BRANDS INC,791714,5140
EEA,EUROPEAN EQUITY FUND INC,791718,6726
LINN.,LINCOLN FOOD SERVICE PRODS,791726,3580
VGBK.,VILLAGE GREEN BOOKSTORE INC,791731,5940
BRDLQ,BRENDLES INC,791851,5331
MBSI,MILLER BUILDING SYSTEMS INC,791905,3272
LLTC,LINEAR TECHNOLOGY CORP,791907,3674
XOMA,XOMA ROYALTY CORP,791908,2836
CY,CYPRESS SEMICONDUCTOR CORP,791915,3674
SOMA,SOMATIX THERAPY CORP,791925,2836
GATT,GRAND ADV TOUR&TRVL PBLG CP,791958,4700
OPY,OPPENHEIMER HOLDINGS INC,791963,6211
HGIC,HARLEYSVILLE GROUP INC,792013,6331
3INVG,INVG MORTGAGE SECURITIES CP,792014,6798
9255B,ARI HOLDINGS INC,792126,6331
DWCH,DATAWATCH CORP,792130,7372
ALET,ALOETTE COSMETICS INC,792160,2844
NNUTU,HAWAIIAN MCADM NT ORCHRD LP,792161,100
UCMP,UNICOMP INC,792341,7373
GSBI,GRANITE ST BANKSHARES INC,792360,6020
EGFC,EAGLE FINANCIAL CORP,792369,6035
3ADETE,ADVANCED DETECTORS INC,792381,8731
CNR.2,CONNER PERIPHERALS,792397,3572
ATL.1,ATALANTA SOSNOFF CAPITAL CP,792449,6282
3CFSI,CROWLEY FINANCIAL SERVICES,792455,7812
CMALQ,CASUAL MALE CORP,792570,5600
BRLI.1,BIO REFERENCE LABS,792641,8071
MCIO,AMERICANA GLD&DIAMOND HLDGS,792642,1040
IBIN.,INTEGRATED BRANDS INC  -CL A,792643,2024
OCTL.,OCTEL COMMUNICATIONS CORP,792723,3661
PCOR.1,PSICOR INC,792853,8090
CHANF,CHANDLER INSURANCE LTD,792854,6331
XLACF,XCELERA INC,792857,7370
IFXC,IFX CORP,792861,7370
INF.1,INFINITY BROADCASTING  -CL A,792863,4832
DOSE,PHARMERICA INC -OLD,792932,5122
FMAO,FARMERS & MERCHANTS BCP/OH,792966,6020
MRTA,MARIETTA CORP,792969,7389
AMAG,AMAG PHARMACEUTICALS INC,792977,2834
RDVA,RADVA CORP,792984,3086
HMA.2,HEALTH MANAGEMENT ASSOC,792985,8062
3CUWRE,COMPUTER POWER INC,792986,3640
ASTE,ASTEC INDUSTRIES INC,792987,3531
KNT,KENT ELECTRONICS CORP,793024,5065
RUDY,RUDYS RESTAURANT GROUP INC,793026,5812
ATOQ,ANDOVER TOGS INC,793029,2300
ECF,ELLSWORTH GRWTH INCM FD LTD,793040,6726
HS.1,HOPPER SOLIDAY CORP,793042,6211
CKXE,CKX INC,793044,7812
FMBK,F & M BANCORPORATION INC,793049,6020
WERN,WERNER ENTERPRISES INC,793074,4213
PALM.,PALFED INC,793075,6035
9092B,SUBURBAN BNKSHRS/FL,793080,6020
LNV,LINCOLN NATIONAL CV SEC,793158,6726
PGY.,GLOBAL YIELD FUND,793159,6726
EBCP,EASTERN BANCORP INC,793169,6035
CMR.2,COMMTRON CORP  -CL A,793277,7822
CLZR,CANDELA CORP,793279,3845
RBCO.1,RYAN BECK & CO INC,793280,6211
BDCO,BLUE DOLPHIN ENERGY CO,793306,4922
NGC.2,NEWMONT GOLD CO,793308,1040
VNTX,VENTRITEX INC,793354,3845
3QBIOE,QUEST BIOTECHNOLOGY INC,793395,2836
PLP.2,PHOSPHATE RES PARTNERS  -LP,793421,2870
EQSB,EQUITABLE BANK/MD,793495,6035
FHPC,FHP INTERNATIONAL CORP,793499,6324
NSSX,NATIONAL SANITARY SUPPLY CO,793500,5110
COCQ,COSMETIC CENTER INC  -CL C,793520,5990
COLZQ,COLUMBIAN ENERGY CO  -LP,793521,1311
AYCP,ALLOY COMPUTER PRODUCTS INC,793522,3576
LXUH,PRIMESOURCE HEALTHCARE INC,793523,5047
REFR,RESEARCH FRONTIERS INC,793524,8731
AMXI,AMNEX INC,793526,4899
NAVG,NAVIGATORS GROUP INC,793547,6331
MIDL,MIDLANTIC CORP,793548,6020
ELDC,ELDEC CORP,793575,3812
WATFZ,WATERFORD WEDGWOOD PLC,793586,3260
ARIT,ARITECH CORP-DEL,793592,3669
LEAF.1,INTERLEAF INC,793604,7372
JMED,JONES PHARMA INC,793613,2834
CHNR,CHINA NATURAL RESOURCES INC,793628,1000
NTM,NUTMEG INDUSTRIES INC,793652,2320
IFEI,IMAGINE FILMS ENMT INC,793726,7812
SKYW,SKYWEST INC,793733,4512
KSEVQ,KAFUS INDUSTRIES LTD,793762,2400
KLLM,KLLM TRANSPORT SERVICES INC,793765,4213
7477B,CONSTON CORPORATION  -CL A,793925,5621
CEMX,CEM CORP,793933,3826
LAGR,L A GEAR INC,793937,3021
HOG,HARLEY-DAVIDSON INC,793952,3751
ASAL,ASA INTERNATIONAL LTD,793961,7373
SUND.1,SOUND ADVICE INC,793971,5731
OTF.1,OXFORD TAX EXEMPT FD II  -LP,793977,6726
PKAU,POLK AUDIO INC,793982,3651
3CHBD,CHAUS (BERNARD) INC,793983,2330
WMBS,WEST MASS BANKSHARES,793992,6036
9069B,JEWELMASTERS INC,794048,5944
NFSF,NFS FINANCIAL CORP,794103,6035
3DMII,DIAGNOSTIC MEDICAL INSTR INC,794147,3845
SPGN,SEPRAGEN CORP  -CL A,794154,3826
TOL,TOLL BROTHERS INC,794170,1531
VIVO,MERIDIAN BIOSCIENCE INC,794172,2835
UVAL,UNION VALLEY CORP,794223,1531
IUTL,IOWA SOUTHERN INC,794248,4931
VLU.1,WORLDWIDE VALUE FUND,794279,6726
LVLT,LEVEL 3 COMMUNICATIONS INC,794323,4813
M,MACY'S INC,794367,5311
NWCM,NEWS COMMUNICATIONS,794487,2711
AMWD,AMERICAN WOODMARK CORP,794619,2430
MRBL,MARBLE FINANCIAL CORP,794620,6036
SYNT.,SYNTRO CORP,794627,2836
GAB,GABELLI EQUITY TRUST,794685,6726
3AARC,AMERICAN AIRCRAFT CORP,794803,3721
7629B,AMERICAN LEARNING CORP -OLD,794881,8200
CITI,CANTERBURY CONSULTING GROUP,794927,5045
CSIM,CONSILIUM INC,795090,7371
3BPCO,BONNEVILLE PACIFIC CORP,795182,5172
CGCA,COGENERATION CORP OF AMERICA,795185,4991
KSPN,KASPIEN HOLDINGS INC,795212,5961
ARWD,ARROW RESOURCES DEVLPMT INC,795255,800
8106B,POLESTAR EXPLORATION INC,795261,1040
NCEL.1,NATIONWIDE CELLULAR SVC INC,795265,4812
KBH,KB HOME,795266,1531
WTS,WATTS WATER TECHNOLOGIES INC,795403,3490
MVII,MARK VII INC,795425,4731
AMVC,ADV MACHINE VISION CORP-CL A,795445,3823
3CVSCF,COVESCO CAPITAL CORP,795544,9995
TGX,THERAGENICS CORP,795551,3842
MNPI.,MICROCOM INC,795571,3661
AVSS,AVESIS INC,795574,6411
FDGT,FLUOR DANIEL/GTI INC,795579,8711
PCZ,PETRO-CANADA,795615,2911
APB,ASIA PACIFIC FUND,795618,6726
3STXXQ,STERLING CHEMICALS HLDGS INC,795662,2860
MM.1,METAL MANAGEMENT INC,795665,5093
3CEXYE,CELEREX CORP,795711,3578
3UMAPE,ULTIMAP CORP,795820,7373
USRV,US SERVIS INC,795965,7374
3EDCO,EDISON CONTROL CORP,795968,3531
THI.2,THERMO INSTRUMENT SYSTEMS,795986,3827
TTT.1,THERMO TERRATECH INC,796038,8711
STGO,STARS TO GO INC,796040,7841
MXAL,METAL RECOVERY TECHN INC,796117,5093
CON.1,CONTINENTAL HOMES HOLDING CP,796122,1531
LFAY,LESLIE FAY COMPANIES INC,796226,2330
TRSN,TRANSNATIONAL INDUSTRIES INC,796228,3861
ALTI.,ALTAI INC,796313,7372
ALNC,ALLIANCE FINANCIAL CORP/NY,796317,6020
GEOX,GEONEX CORP,796318,7389
PPLS.,PEOPLES BK CORP INDIANAPOLIS,796322,6020
CNCJQ,CONCORD ENERGY INC,796334,1600
DEGA,DEGA TECHNOLOGY INC,796337,7372
ADBE,ADOBE INC,796343,7370
EATS,EATERIES INC,796369,5812
UAM.1,UNITED ASSET MGMT CORP,796370,6282
PRRR,PIONEER RAILCORP  -CL A,796374,4011
ADELQ,ADELPHIA COMMUN  -CL A,796486,4841
WTBK,WESTERBEKE CORP,796502,3621
CLFD,CLEARFIELD INC,796505,3679
NKSH,NATIONAL BANKSHARES INC VA,796534,6020
QUIP,QUIPP INC,796577,3559
DVRFS,DOVER REGIONAL FINL SHARES,796578,6726
TIGR.1,TIGER DIRECT INC,796624,5961
IREP,INTEREP NATL RADIO SALES INC,796735,4832
PRXIQ,PREMIER EXHIBITIONS INC,796764,7990
PLAY.,PLAYERS INTERNATIONAL INC,796912,7990
EPLN,EPOLIN INC,797079,2810
AREE.,AMERICAN RESOURCE CORP INC,797088,1040
MET.1,MEMTEC LTD,797109,3569
MEGZ,MEGAHERTZ HOLDING CORP,797164,3661
SAEA,STRATEGIA CORP,797221,9995
CHEL,CHELL GROUP CORP,797313,4841
BPAOQ,BALDWIN PIANO & ORGAN CO,797315,3931
FBR.2,FIRST BRANDS CORP,797320,3081
3LSGT,LASERGATE SYSTEM INC,797324,7372
GVF,GOLDN VALLEY MICROWAV,797394,2090
3HDTV.,HI-DEF ENTERPRISE INC,797422,7830
VRSOQ,VERSO TECHNOLOGIES INC,797448,7373
PFR.,PERKINS FAMILY RESTS  -LP,797460,5812
HUFK,HUFFMAN KOOS INC,797462,5712
STLY,HG HOLDINGS INC,797465,6361
OXY,OCCIDENTAL PETROLEUM CORP,797468,1311
FTERQ,FRONTIER INSURANCE GROUP INC,797496,6331
DWYR,DWYER GROUP INC,797502,6794
PSBK.,PROGRESSIVE BANK INC,797507,6036
PBKC.1,PREMIER BANKSHARES CORP,797541,6020
3TRES.,TREESOURCE INDUSTRIES INC,797543,2421
HSTC,HST GLOBAL INC,797564,2836
NLN.1,NEW LINE CINEMA CORP,797658,7812
3NRCX,NEW RETAIL CONCEPTS,797659,6794
AREM,AMERICAN RARE EARTHS & MTRLS,797662,1090
VSAT,VIASAT INC,797721,4899
TSFG,SOUTH FINANCIAL GROUP INC,797871,6020
JAKS,JACKS INC,797894,5731
RAY.2,RAYTECH CORP,797917,3490
ARMR.1,ARMOR ALL PRODUCTS CORP,797975,2842
TAD.1,TADIRAN LTD,797984,3661
3ENVTE,ENVIROPACT INC,797989,4955
CSCI.1,CRYENCO SCIENCES INC,798044,3679
NLMP,NATIONAL LAMPOON INC,798078,6794
LAKE,LAKELAND INDUSTRIES INC,798081,3842
CGE.2,CENTRIS GROUP INC,798085,6351
TLDG,TELEDIGITAL INC,798122,7372
SMTQQ,SMITH TECHNOLOGY CORP,798139,8711
BIM.1,ICN BIOMEDICALS INC,798166,2800
JOL,JOULE INC,798168,7363
LECH,LECHTERS INC,798186,5700
3FSMN,FORSTMANN & CO INC,798246,2200
PAMT,PAMT CORP,798287,4213
NXL.,NEW PLAN EXCEL REALTY TR,798288,6798
CTF.1,COUNSELLORS TANDEM SECS FD,798311,6726
FISV,FISERV INC,798354,7389
CSR,CENTRESPACE,798359,6798
2185B,SCOR US CORP,798363,6331
AINN,APPLIED INNOVATION INC,798399,3661
DFTS,DATAWORLD SOLUTIONS INC,798438,3679
OMEX,ODYSSEY MARINE EXPLORATION,798528,4400
TWRX,SOFTWARE TOOLWORKS INC,798534,7372
RCA.,RETIREMENT CARE ASSOC INC,798540,8051
3RMAKA,ROBERT-MARK INC  -CL A,798542,6531
BPTR,BRANDPARTNERS GROUP INC,798600,9995
MAWS,MID-AMERICAN WASTE SYS INC,798671,4953
MANA.,MANATRON INC,798736,7373
SAF.1,SCUDDER NEW ASIA FUND INC,798738,6726
JDEC,EDWARDS J D & CO,798757,7372
UHT,UNIVERSAL HEALTH RLTY INCOME,798783,6798
TPOA,TRAVEL PORTS OF AMERICA INC,798935,5500
FCNCA,FIRST CITIZENS BANCSH  -CL A,798941,6020
UNTC,UNIT CORP,798949,1381
LOYC,LOYOLA CAPITAL CORP,798953,6035
CPWM,COST PLUS INC,798955,5700
CSKI,CHINA SKY ONE MEDICAL INC,798985,2834
9498B,CBC BANCORP INC,799026,6020
ACPI.,AMER CONSUMER PRODUCTS INC,799028,3420
KFV,QUEST VALUE DUAL FUND,799029,6726
AIRL.1,AIRLEASE LTD  -LP,799033,7359
3219B,PIONEER FINANCIAL SVCS INC,799036,6321
CKEC,CARMIKE CINEMAS INC,799088,7830
ASCL,ASCENTIAL SOFTWARE CORP,799089,7372
3INNSE,KRISCH AMERICAN INNS INC,799099,7011
AIPN,AMERICAN INTL PETROLEUM CORP,799119,2911
3UCCAF,UNAVEST CAPITAL CORP  -CL A,799128,9995
DWSN,DAWSON GEOPHYSICAL CO,799165,1382
MASB,MASSBANK CORP,799166,6036
MRTN,MARTEN TRANSPORT LTD,799167,4213
LQP,LA QUINTA MOTOR INNS  -LP,799169,7011
USA,LIBERTY ALL-STAR EQUITY,799195,6726
ABCO.1,AMERICAN BUILDINGS CO,799208,3448
KMLCF,CARMEL CONTAINER SYS  -ORD,799210,2650
VSTR.1,VESTAR INC,799229,2834
AFAM,ALMOST FAMILY INC,799231,8082
HTLD,HEARTLAND EXPRESS INC,799233,4213
3AGPC,AGP & CO INC,799241,3990
MPML,MPM TECHNOLOGIES INC,799268,3564
LE,LANDS' END INC,799288,5961
NELL,NELLCOR PURITAN BENNETT INC,799290,3845
MHO,M/I HOMES INC,799292,1531
ASCR,AMERICAN SCREEN CO,799296,7812
UFN,UNICARE FINANCIAL CORP,799297,6331
CRA.1,CRITICAL CARE AMER INC,799300,8082
IDBX.,IDB COMMUNICATIONS GROUP INC,799319,4899
CFFS.1,COLUMBIA FST BK WASH D C,799321,6035
CYOIA,CRYOTECH INDUSTRIES  -CL A,799365,6411
ASEA10,ABB AB,799368,6799
CBLI.1,CHESAPEAKE BIOLOGICAL  -CL A,799485,2834
MAJJ,MICHAEL ANTHONY JEWELERS INC,799515,3911
FLDR.1,FLANDERS CORP,799526,3564
9388B,INTEGRATED HLTHCR FACS  -LP,799642,1540
CRB.2,CAP RLTY INV TAX EXFD  -SER2,799690,6726
SODA.1,A & W BRANDS INC,799692,2080
OCLG,ONCOLOGIX TECH INC,799694,8082
LADX,LADRX CORP,799698,2836
NOTE.1,AUTOBANC INC,799699,6153
PRXL,PAREXEL INTERNATIONAL CORP,799729,8731
CRMT,AMERICA'S CAR-MART INC,799850,5500
ARINA,ARISTA INVESTORS CORP,799902,6411
DRMD.1,DURAMED PHARMACEUTICALS INC,799903,2834
POPX,POP RADIO CORP,799937,7310
BAE,BAE SYSTEMS CANADA INC,800031,3812
CFX.2,CFX CORP,800042,6036
GTNOQ,GLOBAL TECHNOVATIONS INC,800055,3651
BURMY,BURMAH CASTROL PLC,800093,2911
CPMNY,CENTRAL PACIFIC MINERALS NL,800115,1311
CSKKY,CSK CORP,800136,7371
NGD,NEW GOLD INC,800166,1040
DAIEY,DAIEI INC,800167,5411
MDDVQ,MED DIVERSIFIED INC,800181,8082
3TAPIE,TAPISTRON INTERNATIONAL INC,800193,3550
ODP,ODP CORP,800240,5940
SWD.2,SHOREWOOD PACKAGING CORP,800266,2670
SEDN,SED INTERNATIONAL HLDGS INC,800286,5045
CHW.1,CHEMICAL WASTE MANAGEMENT,800287,4955
FC.2,FORD MOTOR CO OF CANADA LTD,800351,3711
FUJIY,FUJIFILM HLDGS CORP,800365,3861
3JANXE,JANEX INTERNATIONAL INC,800454,3944
DGICA,DONEGAL GROUP INC,800457,6331
RENT.1,RENTRAK CORP,800458,7370
HAR,HARMAN INTERNATIONAL INDS,800459,3651
CAMD,CALIFORNIA MICRO DEVICES CP,800460,3670
PMI.2,PREMARK INTERNATIONAL INC,800575,3580
HGVLY,EVRAZ HIGHVELD STEEL AND VAN,800630,3312
JALSQ,JAPAN AIRLINES CO LTD,800673,4512
SANYY,SANYO ELECTRIC CO LTD,800863,3579
KLOFY,KLOOF GOLD MINING CO LTD,800898,1040
KNBWY,KIRIN HOLDINGS CO LTD,800901,2082
NSANY,NISSAN MOTOR CO LTD,800937,3711
CNNG,CONNING CORP,801051,6282
INMC,INMAC CORP,801121,5045
IRW,IBT BANCORP INC,801122,6020
9573B,VANGUARD R E FUND I,801124,6798
BHAG,BHA GROUP HOLDINGS INC,801128,3564
3ITSCE,INDUSTRIAL TRAINING SYSTEMS,801309,7812
PCAI.1,CAPROCK CORP,801310,1000
TMAX.1,TELEMATICS INTL INC,801313,3576
MILW,MILWAUKEE INSURANCE GROUP,801321,6331
WBS,WEBSTER FINANCIAL CORP,801337,6020
GDLN,GUIDELINE INC,801338,8700
SPKR,SPINNAKER SOFTWARE CORP,801343,7372
TTGI,THUNDER GROUP INC,801350,3842
WRC,WARNACO GROUP INC,801351,2300
3SAZZ,SAZTEC INTERNATIONAL INC,801354,7370
CRCP,CAROLCO PICTURES INC-OLD,801441,7812
OGNB,ORANGE NATIONAL BANCORP,801443,6020
EWTLQ,ELCOTEL INC,801448,3661
PRTWZ,PRINTWARE INC,801529,3861
DVIXQ,DVI INC,801550,6172
TTNT,BERNARD HALDANE ASSOC INC,801557,6794
CEXP,CANNON EXPRESS INC,801558,4213
AD.1,ADVO INC,801622,7331
MNRCY,MINORCO SA,801693,5200
HEMA,HEMACARE CORP,801748,8090
NWOR,NEWORLD BANCORP INC DEL,801771,6020
RMI.1,ROTONICS MANUFACTURING INC,801873,3089
JOY,JOY GLOBAL INC,801898,3532
BRSI,BALLISTIC RECOVERY SYSTEMS,801907,3728
MFM,MFS MUNICIPAL INC TR,801961,6726
NGLOY,ANGLO AMERICAN PLC,801973,1000
VELCF,VELCRO INDUSTRIES NV,802100,3960
LRCZY,LAGUNA RESOURCES NL,802127,1311
3PRTCE,PROTECH INC,802142,3825
UNFD,UNIONFED FINANCIAL CORP,802223,6035
CNM.1,CONTINENTAL MEDICAL SYSTEMS,802284,8060
SGICQ,SILICON GRAPHICS INC,802301,7370
FRSH.3,FRESH JUICE CO INC,802354,2030
PARL,PARLUX FRAGRANCES INC,802356,2844
JTV.1,JONES INTERCABLE  -LP-CL A,802361,4841
PPC,PILGRIM'S PRIDE CORP,802481,2015
EACO.,EA ENGINEERING SCI & TECH,802492,8711
3PRXCE,PREMIUM RESTAURANT CO,802517,5810
3NYMRE,RYAN MURPHY INC,802524,1700
SCOT.2,SCOTT & STRINGFELLOW FINL,802555,6211
VMOZE,BANYAN MTG INVEST  -LP III,802678,6512
BMTC,BRYN MAWR BANK CORP,802681,6020
GQRF,CONSOL GOLDEN QUAIL RES LTD,802700,1040
INSV,INSITE VISION INC,802724,2834
8576B,CF INCOME PARTNERS  -LP,802779,6510
RHT.2,RIGHT MANAGEMENT CONSULTANTS,802806,8742
3PAER,PRECISION AEROTECH INC,802825,3728
LOGC.1,LOGIC DEVICES INC,802851,3674
EZCIA,EZ COMMUNICATIONS INC  -CL A,802896,4832
FPGI,FIRST PROVIDENT GROUP INC,802904,5961
INTE.2,INDUSTRIAL TECHNOLOGIES INC,802916,3823
0084A,ASSOCIATED MATERIALS LLC,802967,3089
CSGI.,CITIZENS SEC GROUP INC,802971,6331
WSPS,WINTER SPORTS INC,803003,7990
CMVT,COMVERSE TECHNOLOGY INC,803014,7372
CFNB,CALIFORNIA FIRST LEASNG CORP,803016,6159
MGP.2,MERCHANTS GROUP INC,803027,6331
3FMTGE,FARRAGUT MORTGAGE CO INC,803046,6162
TOTL.1,TOTAL RESEARCH CORP,803058,8700
SECD.1,SECOND BANCORP INC,803112,6020
COFS,CHOICEONE FINANCIAL SERVICES,803164,6020
VDSAQ,VIDEO SUPERSTORES OF AMER,803167,7841
IGMM,INTL GAMING MGMT INC,803168,7990
FTWB,F2 BROADCAST NETWORK INC,803170,7370
SCPAE,SCORPION TECHNOLOGIES  -CL A,803190,3571
ITN,INTERTAN INC,803227,5731
DPRS,DEFAULT PROOF CREDIT CRD SYS,803260,7389
BOXW,BOX WORLDWIDE INC,803266,4833
HDRP,HDR POWER SYSTEMS INC,803348,3620
SHC.3,SCHULT HOMES CORP,803349,2451
CNU,CONTINUCARE CORP,803352,8093
FTSC,FIRST SVGS BK FSB SC GRN,803354,6035
MTSI.1,MICROTOUCH SYSTEMS INC,803395,3577
LBTF,LEASING SOLUTIONS INC,803443,7377
SKC.2,SKYLINE CHILI INC,803497,5812
